Lat,Long,"count_"
"45.502079010009769","-73.56201171875",67721
"22.248310089111329","114.15239715576172",22676
"47.474700927734378","-0.6325700283050537",13269
"47.83300018310547","0.75",11444
"35.411190032958987","136.71337890625",9642
"2.925100088119507","101.65740203857422",7599
"31.228469848632814","121.47020721435549",6350
"25.034000396728517","121.56800079345705",5001
"48.8602294921875","2.3410699367523195",4332
"45.52000045776367","-73.56999969482422",4155
"34.67094039916992","135.50750732421876",3760
"43.65349960327149","-79.38390350341797",3668
"48.03873062133789","0.18727999925613404",3639
"46.80971908569336","-71.24555969238281",3440
"49.25362014770508","-122.908447265625",3418
"38.016021728515628","-84.48787689208985",2703
"-33.86714172363281","151.2071075439453",2692
"33.498870849609378","-82.51567077636719",2256
"45.55683898925781","-73.49607849121094",2173
"35.0","105.0",1967
"37.56512069702149","126.96417999267578",1794
"37.56100082397461","126.98265075683594",1489
"45.52299880981445","-73.7322006225586",1376
"38.26972961425781","-85.48480987548828",1330
"45.42205047607422","-71.8782730102539",1302
"45.44020080566406","-73.63749694824219",1186
"3.138999938964844","101.68689727783205",1149
"35.00468063354492","135.7524871826172",974
"35.69628143310547","139.73855590820313",951
"45.50559997558594","-73.76709747314453",830
"53.09600067138672","8.77299976348877",807
"47.21683883666992","-1.5567400455474854",784
"45.384090423583987","-73.55934143066406",774
"45.44422912597656","-75.69277954101563",759
"43.87316131591797","-79.2615966796875",751
"45.60660171508789","-73.71240234375",742
"45.257999420166019","-66.07499694824219",700
"33.9345588684082","-84.39566040039063",696
"46.0","2.0",687
"43.70317077636719","-79.51219177246094",680
"35.855438232421878","128.6267547607422",679
"45.755069732666019","-73.59591674804688",674
"36.0","138.0",617
"37.28401947021485","127.01251983642578",549
"31.84333038330078","117.28305816650392",535
"45.53731155395508","-73.5067367553711",511
"-33.868900299072269","151.2071075439453",508
"36.79800033569336","10.17169952392578",495
"45.76250076293945","-73.43850708007813",476
"3.09060001373291","101.52960205078124",473
"45.69361877441406","-122.57476806640624",451
"51.40719985961914","-1.323699951171875",419
"42.99271011352539","-81.16863250732422",418
"45.43130111694336","-75.66310119628906",416
"45.570579528808597","-73.83241271972656",396
"43.34980010986328","-79.7578125",391
"48.69078826904297","6.182499885559082",382
"23.124719619750978","113.23860931396485",382
"48.111759185791019","-1.6802699565887452",371
"-37.81425094604492","144.96316528320313",362
"45.41878128051758","-74.05242919921875",347
"43.454349517822269","-79.69207000732422",346
"48.88140106201172","2.3364999294281008",346
"45.09297180175781","-75.35370635986328",338
"34.69313049316406","135.13998413085936",334
"30.610200881958009","34.80189895629883",329
"24.966699600219728","121.43299865722656",325
"35.688838958740237","139.7628631591797",321
"37.0","127.3000030517578",319
"44.1002311706543","-78.97647094726563",314
"22.31036949157715","114.2227020263672",309
"35.620880126953128","139.74488830566407",298
"39.99557876586914","-82.99945831298828",296
"35.787559509277347","140.0743865966797",289
"46.909469604492198","-71.32685089111328",287
"40.81901931762695","-81.49295043945313",285
"45.46234130859375","-73.77056884765625",279
"2.299999952316284","112.3000030517578",272
"39.045291900634769","-104.67559051513672",270
"53.81999969482422","-1.4670000076293944",269
"43.29833984375","5.383220195770264",268
"45.30125045776367","-72.3150405883789",262
"48.81232070922851","2.238149881362915",260
"34.04302978515625","-118.25227355957033",257
"32.04582977294922","118.78417205810549",256
"51.587501525878909","-0.3397200107574463",255
"49.89400100708008","-97.13999938964845",253
"40.04785919189453","-82.96923065185547",250
"35.694000244140628","139.75360107421876",243
"-27.0","133.0",238
"34.0","9.0",235
"43.6839599609375","-79.41468811035156",228
"45.73849105834961","-74.13580322265625",227
"35.184329986572269","129.00071716308595",222
"34.69173812866211","135.5315704345703",213
"1.287950038909912","103.8517837524414",212
"45.448001861572269","9.25409984588623",211
"45.47692108154297","-73.49923706054688",211
"25.07799911499023","121.59100341796877",211
"52.2317008972168","21.018339157104493",205
"46.54647064208984","-72.74720764160156",202
"45.54956817626953","-73.65522766113281",198
"38.78580093383789","-94.6906967163086",194
"51.04999923706055","-114.05999755859377",194
"40.62115859985352","-74.2360610961914",192
"44.61669921875","26.100000381469728",190
"37.209999084472659","126.65049743652344",189
"42.485328674316409","-71.4032211303711",188
"25.042139053344728","121.51986694335936",185
"39.915180206298838","116.3743133544922",185
"46.3408203125","-72.54525756835938",182
"45.76749038696289","4.834330081939697",180
"44.36608123779297","-80.72664642333985",172
"25.01110076904297","121.44580078125",172
"45.451698303222659","-73.55460357666016",170
"22.366849899291993","114.13025665283205",168
"47.32720947265625","5.043990135192871",167
"24.140260696411134","120.68182373046877",167
"52.04212951660156","5.674920082092285",167
"30.553970336914064","114.28945922851563",165
"25.0310001373291","121.54299926757813",163
"35.68949890136719","139.6916961669922",163
"46.02109146118164","-73.44544982910156",158
"50.427711486816409","5.899720191955566",157
"23.299999237060548","121.0",155
"49.29270935058594","-123.04773712158205",150
"45.9345703125","-74.02189636230469",150
"37.970829010009769","-87.48481750488281",148
"46.814300537109378","-71.20818328857422",147
"43.630409240722659","-79.47657012939453",145
"30.235559463500978","120.1588897705078",145
"35.358001708984378","-81.09700012207033",144
"45.252079010009769","-73.7981185913086",142
"45.130229949951168","-93.38170623779299",142
"36.68299865722656","117.0",137
"37.53200149536133","126.97750091552735",136
"34.04563903808594","-118.24163818359377",133
"26.83736038208008","-80.1335220336914",132
"40.903949737548838","-73.31072998046875",132
"45.487300872802737","-73.81990051269531",129
"48.91817855834961","2.2835500240325929",129
"29.422109603881837","-98.4843292236328",128
"45.56087112426758","-73.88681030273438",118
"40.7589111328125","-73.97901916503906",117
"33.289939880371097","-83.98609161376953",117
"28.07939910888672","-80.75386810302735",116
"46.860801696777347","-71.18869018554688",115
"35.45991897583008","139.5959930419922",114
"48.878360748291019","2.7018299102783205",109
"51.0","9.0",109
"47.50682830810547","-0.589739978313446",108
"48.890010833740237","2.1970200538635256",104
"31.228471755981447","121.47020721435549",103
"35.64958190917969","139.7395782470703",102
"45.002159118652347","-93.32032012939453",100
"46.54056930541992","-72.74906158447266",100
"43.732208251953128","-79.76046752929688",99
"47.80638885498047","0.995710015296936",96
"45.36941146850586","-73.71366119384764",95
"45.350948333740237","-93.74259185791016",95
"48.17280960083008","0.24629999697208405",95
"45.771240234375","-73.99803924560547",95
"33.49409866333008","-111.92288208007813",94
"35.88199996948242","128.6241455078125",91
"47.29679870605469","-1.4922599792480469",91
"51.66944122314453","-0.409170001745224",90
"39.02244186401367","-104.69803619384766",89
"39.76789474487305","-83.16008758544922",89
"49.09000015258789","-123.08200073242188",89
"44.628929138183597","26.169540405273439",89
"46.19329071044922","-94.36807250976561",87
"34.35300827026367","134.02549743652345",86
"40.69562149047851","-73.85994720458985",86
"45.00511169433594","-93.30377960205078",86
"48.82059860229492","2.4237000942230226",84
"34.6859016418457","135.3909912109375",83
"37.34339904785156","127.12069702148436",83
"34.69807815551758","135.19349670410157",82
"26.229080200195314","127.77011871337892",82
"42.968631744384769","-81.24987030029299",81
"45.62971115112305","-122.510009765625",81
"43.599998474121097","-0.6785699725151062",76
"48.90427017211914","2.5047500133514406",76
"47.32781982421875","-2.429419994354248",74
"5.41790008544922","100.32959747314452",73
"-33.776920318603519","151.1210174560547",71
"44.369571685791019","-64.50428009033203",70
"29.78754997253418","-95.8234405517578",70
"45.69300079345703","-73.63310241699219",69
"46.18180847167969","-73.69853210449219",69
"28.671499252319337","115.88899993896485",68
"36.7863883972168","118.06388854980468",68
"47.46942901611328","-0.5490000247955322",67
"30.653060913085939","104.06749725341796",65
"29.57888984680176","106.56056213378906",64
"13.756329536437989","100.50177001953124",64
"43.54859924316406","-79.62640380859375",64
"33.99700164794922","-6.8460001945495609",63
"35.77888870239258","139.8408966064453",63
"45.5111198425293","-73.55609130859375",63
"32.8054313659668","-96.8142318725586",63
"47.42290115356445","-0.5568400025367737",63
"43.373199462890628","5.355100154876709",62
"51.0166015625","4.466599941253662",61
"23.433000564575197","120.41100311279296",60
"20.6766300201416","-103.34616088867188",59
"35.612548828125","140.14154052734376",59
"26.822359085083009","-80.13182830810547",58
"35.572288513183597","-80.87326049804688",56
"48.1085090637207","0.3526900112628937",56
"45.48270034790039","-73.84300231933594",55
"22.305570602416993","114.188720703125",55
"36.83919906616211","10.157699584960936",55
"44.96754837036133","-93.30303192138674",54
"36.1260986328125","-115.16886901855468",54
"47.63982009887695","-0.36024001240730288",52
"32.82585144042969","-79.85498046875",52
"49.0318717956543","2.5571000576019289",50
"43.0629997253418","-70.79817962646485",50
"49.89345932006836","-97.00115966796877",50
"40.85562896728515","-73.301513671875",49
"45.446659088134769","-73.85282135009767",48
"32.821495056152347","-79.85236358642578",48
"39.043701171875","-77.47419738769531",47
"25.05500030517578","121.55799865722656",47
"35.66849899291992","139.7499237060547",46
"35.45988082885742","139.62841796875",46
"48.86100006103515","2.3380000591278078",46
"43.78009033203125","-79.7402114868164",46
"51.22769927978515","6.773499965667725",46
"26.329309463500978","127.7772979736328",45
"47.12467956542969","-1.419010043144226",44
"33.53253936767578","-111.92334747314452",44
"50.5","4.0",44
"43.655059814453128","-79.38648986816406",44
